sheet,cell,row,col,formula_a1,formula_r1c1,value_if_any
PPvsREal Summary,I36,36,9,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C36,PPvsREal!$I:$I)","=SUMIF(PPvsREal!$C:$C,RC[-6],PPvsREal!$I:$I)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C36,PPvsREal!$I:$I)"
PPvsREal Summary,J36,36,10,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C36,PPvsREal!$J:$J)","=SUMIF(PPvsREal!$C:$C,RC[-7],PPvsREal!$J:$J)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C36,PPvsREal!$J:$J)"
PPvsREal Summary,K36,36,11,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C36,PPvsREal!$K:$K)","=SUMIF(PPvsREal!$C:$C,RC[-8],PPvsREal!$K:$K)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C36,PPvsREal!$K:$K)"
PPvsREal Summary,L36,36,12,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C36,PPvsREal!$L:$L)","=SUMIF(PPvsREal!$C:$C,RC[-9],PPvsREal!$L:$L)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C36,PPvsREal!$L:$L)"
PPvsREal Summary,M36,36,13,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C36,PPvsREal!$M:$M)","=SUMIF(PPvsREal!$C:$C,RC[-10],PPvsREal!$M:$M)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C36,PPvsREal!$M:$M)"
PPvsREal Summary,N36,36,14,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C36,PPvsREal!$N:$N)","=SUMIF(PPvsREal!$C:$C,RC[-11],PPvsREal!$N:$N)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C36,PPvsREal!$N:$N)"
PPvsREal Summary,O36,36,15,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C36,PPvsREal!$O:$O)","=SUMIF(PPvsREal!$C:$C,RC[-12],PPvsREal!$O:$O)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C36,PPvsREal!$O:$O)"
PPvsREal Summary,P36,36,16,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C36,PPvsREal!$P:$P)","=SUMIF(PPvsREal!$C:$C,RC[-13],PPvsREal!$P:$P)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C36,PPvsREal!$P:$P)"
PPvsREal Summary,Q36,36,17,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C36,PPvsREal!$Q:$Q)","=SUMIF(PPvsREal!$C:$C,RC[-14],PPvsREal!$Q:$Q)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C36,PPvsREal!$Q:$Q)"
PPvsREal Summary,R36,36,18,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C36,PPvsREal!$R:$R)","=SUMIF(PPvsREal!$C:$C,RC[-15],PPvsREal!$R:$R)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C36,PPvsREal!$R:$R)"
PPvsREal Summary,S36,36,19,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C36,PPvsREal!$S:$S)","=SUMIF(PPvsREal!$C:$C,RC[-16],PPvsREal!$S:$S)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C36,PPvsREal!$S:$S)"
PPvsREal Summary,T36,36,20,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C36,PPvsREal!$T:$T)","=SUMIF(PPvsREal!$C:$C,RC[-17],PPvsREal!$T:$T)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C36,PPvsREal!$T:$T)"
PPvsREal Summary,U36,36,21,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C36,PPvsREal!$U:$U)","=SUMIF(PPvsREal!$C:$C,RC[-18],PPvsREal!$U:$U)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C36,PPvsREal!$U:$U)"
PPvsREal Summary,V36,36,22,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C36,PPvsREal!$V:$V)","=SUMIF(PPvsREal!$C:$C,RC[-19],PPvsREal!$V:$V)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C36,PPvsREal!$V:$V)"
PPvsREal Summary,W36,36,23,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C36,PPvsREal!$W:$W)","=SUMIF(PPvsREal!$C:$C,RC[-20],PPvsREal!$W:$W)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C36,PPvsREal!$W:$W)"
PPvsREal Summary,X36,36,24,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C36,PPvsREal!$X:$X)","=SUMIF(PPvsREal!$C:$C,RC[-21],PPvsREal!$X:$X)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C36,PPvsREal!$X:$X)"
PPvsREal Summary,Y36,36,25,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C36,PPvsREal!$Y:$Y)","=SUMIF(PPvsREal!$C:$C,RC[-22],PPvsREal!$Y:$Y)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C36,PPvsREal!$Y:$Y)"
PPvsREal Summary,Z36,36,26,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C36,PPvsREal!$Z:$Z)","=SUMIF(PPvsREal!$C:$C,RC[-23],PPvsREal!$Z:$Z)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C36,PPvsREal!$Z:$Z)"
PPvsREal Summary,AA36,36,27,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C36,PPvsREal!$AA:$AA)","=SUMIF(PPvsREal!$C:$C,RC[-24],PPvsREal!$AA:$AA)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C36,PPvsREal!$AA:$AA)"
PPvsREal Summary,AC36,36,29,=D36+F36+H36+J36+L36+N36+P36,=RC[-25]+RC[-23]+RC[-21]+RC[-19]+RC[-17]+RC[-15]+RC[-13],=D36+F36+H36+J36+L36+N36+P36
PPvsREal Summary,AD36,36,30,=E36+G36+I36+K36+M36+O36+Q36,=RC[-25]+RC[-23]+RC[-21]+RC[-19]+RC[-17]+RC[-15]+RC[-13],=E36+G36+I36+K36+M36+O36+Q36
PPvsREal Summary,D37,37,4,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C37,PPvsREal!$D:$D)","=SUMIF(PPvsREal!$C:$C,RC[-1],PPvsREal!$D:$D)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C37,PPvsREal!$D:$D)"
PPvsREal Summary,E37,37,5,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C37,PPvsREal!$E:$E)","=SUMIF(PPvsREal!$C:$C,RC[-2],PPvsREal!$E:$E)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C37,PPvsREal!$E:$E)"
PPvsREal Summary,F37,37,6,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C37,PPvsREal!$F:$F)","=SUMIF(PPvsREal!$C:$C,RC[-3],PPvsREal!$F:$F)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C37,PPvsREal!$F:$F)"
PPvsREal Summary,G37,37,7,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C37,PPvsREal!$G:$G)","=SUMIF(PPvsREal!$C:$C,RC[-4],PPvsREal!$G:$G)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C37,PPvsREal!$G:$G)"
PPvsREal Summary,H37,37,8,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C37,PPvsREal!$H:$H)","=SUMIF(PPvsREal!$C:$C,RC[-5],PPvsREal!$H:$H)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C37,PPvsREal!$H:$H)"
PPvsREal Summary,I37,37,9,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C37,PPvsREal!$I:$I)","=SUMIF(PPvsREal!$C:$C,RC[-6],PPvsREal!$I:$I)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C37,PPvsREal!$I:$I)"
PPvsREal Summary,J37,37,10,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C37,PPvsREal!$J:$J)","=SUMIF(PPvsREal!$C:$C,RC[-7],PPvsREal!$J:$J)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C37,PPvsREal!$J:$J)"
PPvsREal Summary,K37,37,11,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C37,PPvsREal!$K:$K)","=SUMIF(PPvsREal!$C:$C,RC[-8],PPvsREal!$K:$K)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C37,PPvsREal!$K:$K)"
PPvsREal Summary,L37,37,12,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C37,PPvsREal!$L:$L)","=SUMIF(PPvsREal!$C:$C,RC[-9],PPvsREal!$L:$L)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C37,PPvsREal!$L:$L)"
PPvsREal Summary,M37,37,13,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C37,PPvsREal!$M:$M)","=SUMIF(PPvsREal!$C:$C,RC[-10],PPvsREal!$M:$M)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C37,PPvsREal!$M:$M)"
PPvsREal Summary,N37,37,14,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C37,PPvsREal!$N:$N)","=SUMIF(PPvsREal!$C:$C,RC[-11],PPvsREal!$N:$N)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C37,PPvsREal!$N:$N)"
PPvsREal Summary,O37,37,15,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C37,PPvsREal!$O:$O)","=SUMIF(PPvsREal!$C:$C,RC[-12],PPvsREal!$O:$O)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C37,PPvsREal!$O:$O)"
PPvsREal Summary,P37,37,16,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C37,PPvsREal!$P:$P)","=SUMIF(PPvsREal!$C:$C,RC[-13],PPvsREal!$P:$P)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C37,PPvsREal!$P:$P)"
PPvsREal Summary,Q37,37,17,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C37,PPvsREal!$Q:$Q)","=SUMIF(PPvsREal!$C:$C,RC[-14],PPvsREal!$Q:$Q)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C37,PPvsREal!$Q:$Q)"
PPvsREal Summary,R37,37,18,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C37,PPvsREal!$R:$R)","=SUMIF(PPvsREal!$C:$C,RC[-15],PPvsREal!$R:$R)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C37,PPvsREal!$R:$R)"
PPvsREal Summary,S37,37,19,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C37,PPvsREal!$S:$S)","=SUMIF(PPvsREal!$C:$C,RC[-16],PPvsREal!$S:$S)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C37,PPvsREal!$S:$S)"
PPvsREal Summary,T37,37,20,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C37,PPvsREal!$T:$T)","=SUMIF(PPvsREal!$C:$C,RC[-17],PPvsREal!$T:$T)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C37,PPvsREal!$T:$T)"
PPvsREal Summary,U37,37,21,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C37,PPvsREal!$U:$U)","=SUMIF(PPvsREal!$C:$C,RC[-18],PPvsREal!$U:$U)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C37,PPvsREal!$U:$U)"
PPvsREal Summary,V37,37,22,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C37,PPvsREal!$V:$V)","=SUMIF(PPvsREal!$C:$C,RC[-19],PPvsREal!$V:$V)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C37,PPvsREal!$V:$V)"
PPvsREal Summary,W37,37,23,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C37,PPvsREal!$W:$W)","=SUMIF(PPvsREal!$C:$C,RC[-20],PPvsREal!$W:$W)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C37,PPvsREal!$W:$W)"
PPvsREal Summary,X37,37,24,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C37,PPvsREal!$X:$X)","=SUMIF(PPvsREal!$C:$C,RC[-21],PPvsREal!$X:$X)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C37,PPvsREal!$X:$X)"
PPvsREal Summary,Y37,37,25,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C37,PPvsREal!$Y:$Y)","=SUMIF(PPvsREal!$C:$C,RC[-22],PPvsREal!$Y:$Y)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C37,PPvsREal!$Y:$Y)"
PPvsREal Summary,Z37,37,26,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C37,PPvsREal!$Z:$Z)","=SUMIF(PPvsREal!$C:$C,RC[-23],PPvsREal!$Z:$Z)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C37,PPvsREal!$Z:$Z)"
PPvsREal Summary,AA37,37,27,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C37,PPvsREal!$AA:$AA)","=SUMIF(PPvsREal!$C:$C,RC[-24],PPvsREal!$AA:$AA)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C37,PPvsREal!$AA:$AA)"
PPvsREal Summary,AC37,37,29,=D37+F37+H37+J37+L37+N37+P37,=RC[-25]+RC[-23]+RC[-21]+RC[-19]+RC[-17]+RC[-15]+RC[-13],=D37+F37+H37+J37+L37+N37+P37
PPvsREal Summary,AD37,37,30,=E37+G37+I37+K37+M37+O37+Q37,=RC[-25]+RC[-23]+RC[-21]+RC[-19]+RC[-17]+RC[-15]+RC[-13],=E37+G37+I37+K37+M37+O37+Q37
PPvsREal Summary,D38,38,4,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C38,PPvsREal!$D:$D)","=SUMIF(PPvsREal!$C:$C,RC[-1],PPvsREal!$D:$D)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C38,PPvsREal!$D:$D)"
PPvsREal Summary,E38,38,5,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C38,PPvsREal!$E:$E)","=SUMIF(PPvsREal!$C:$C,RC[-2],PPvsREal!$E:$E)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C38,PPvsREal!$E:$E)"
PPvsREal Summary,F38,38,6,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C38,PPvsREal!$F:$F)","=SUMIF(PPvsREal!$C:$C,RC[-3],PPvsREal!$F:$F)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C38,PPvsREal!$F:$F)"
PPvsREal Summary,G38,38,7,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C38,PPvsREal!$G:$G)","=SUMIF(PPvsREal!$C:$C,RC[-4],PPvsREal!$G:$G)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C38,PPvsREal!$G:$G)"
PPvsREal Summary,H38,38,8,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C38,PPvsREal!$H:$H)","=SUMIF(PPvsREal!$C:$C,RC[-5],PPvsREal!$H:$H)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C38,PPvsREal!$H:$H)"
PPvsREal Summary,I38,38,9,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C38,PPvsREal!$I:$I)","=SUMIF(PPvsREal!$C:$C,RC[-6],PPvsREal!$I:$I)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C38,PPvsREal!$I:$I)"
PPvsREal Summary,J38,38,10,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C38,PPvsREal!$J:$J)","=SUMIF(PPvsREal!$C:$C,RC[-7],PPvsREal!$J:$J)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C38,PPvsREal!$J:$J)"
PPvsREal Summary,K38,38,11,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C38,PPvsREal!$K:$K)","=SUMIF(PPvsREal!$C:$C,RC[-8],PPvsREal!$K:$K)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C38,PPvsREal!$K:$K)"
PPvsREal Summary,L38,38,12,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C38,PPvsREal!$L:$L)","=SUMIF(PPvsREal!$C:$C,RC[-9],PPvsREal!$L:$L)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C38,PPvsREal!$L:$L)"
PPvsREal Summary,M38,38,13,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C38,PPvsREal!$M:$M)","=SUMIF(PPvsREal!$C:$C,RC[-10],PPvsREal!$M:$M)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C38,PPvsREal!$M:$M)"
PPvsREal Summary,N38,38,14,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C38,PPvsREal!$N:$N)","=SUMIF(PPvsREal!$C:$C,RC[-11],PPvsREal!$N:$N)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C38,PPvsREal!$N:$N)"
PPvsREal Summary,O38,38,15,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C38,PPvsREal!$O:$O)","=SUMIF(PPvsREal!$C:$C,RC[-12],PPvsREal!$O:$O)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C38,PPvsREal!$O:$O)"
PPvsREal Summary,P38,38,16,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C38,PPvsREal!$P:$P)","=SUMIF(PPvsREal!$C:$C,RC[-13],PPvsREal!$P:$P)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C38,PPvsREal!$P:$P)"
PPvsREal Summary,Q38,38,17,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C38,PPvsREal!$Q:$Q)","=SUMIF(PPvsREal!$C:$C,RC[-14],PPvsREal!$Q:$Q)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C38,PPvsREal!$Q:$Q)"
PPvsREal Summary,R38,38,18,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C38,PPvsREal!$R:$R)","=SUMIF(PPvsREal!$C:$C,RC[-15],PPvsREal!$R:$R)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C38,PPvsREal!$R:$R)"
PPvsREal Summary,S38,38,19,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C38,PPvsREal!$S:$S)","=SUMIF(PPvsREal!$C:$C,RC[-16],PPvsREal!$S:$S)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C38,PPvsREal!$S:$S)"
PPvsREal Summary,T38,38,20,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C38,PPvsREal!$T:$T)","=SUMIF(PPvsREal!$C:$C,RC[-17],PPvsREal!$T:$T)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C38,PPvsREal!$T:$T)"
PPvsREal Summary,U38,38,21,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C38,PPvsREal!$U:$U)","=SUMIF(PPvsREal!$C:$C,RC[-18],PPvsREal!$U:$U)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C38,PPvsREal!$U:$U)"
PPvsREal Summary,V38,38,22,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C38,PPvsREal!$V:$V)","=SUMIF(PPvsREal!$C:$C,RC[-19],PPvsREal!$V:$V)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C38,PPvsREal!$V:$V)"
PPvsREal Summary,W38,38,23,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C38,PPvsREal!$W:$W)","=SUMIF(PPvsREal!$C:$C,RC[-20],PPvsREal!$W:$W)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C38,PPvsREal!$W:$W)"
PPvsREal Summary,X38,38,24,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C38,PPvsREal!$X:$X)","=SUMIF(PPvsREal!$C:$C,RC[-21],PPvsREal!$X:$X)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C38,PPvsREal!$X:$X)"
PPvsREal Summary,Y38,38,25,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C38,PPvsREal!$Y:$Y)","=SUMIF(PPvsREal!$C:$C,RC[-22],PPvsREal!$Y:$Y)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C38,PPvsREal!$Y:$Y)"
PPvsREal Summary,Z38,38,26,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C38,PPvsREal!$Z:$Z)","=SUMIF(PPvsREal!$C:$C,RC[-23],PPvsREal!$Z:$Z)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C38,PPvsREal!$Z:$Z)"
PPvsREal Summary,AA38,38,27,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C38,PPvsREal!$AA:$AA)","=SUMIF(PPvsREal!$C:$C,RC[-24],PPvsREal!$AA:$AA)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C38,PPvsREal!$AA:$AA)"
PPvsREal Summary,AC38,38,29,=D38+F38+H38+J38+L38+N38+P38,=RC[-25]+RC[-23]+RC[-21]+RC[-19]+RC[-17]+RC[-15]+RC[-13],=D38+F38+H38+J38+L38+N38+P38
PPvsREal Summary,AD38,38,30,=E38+G38+I38+K38+M38+O38+Q38,=RC[-25]+RC[-23]+RC[-21]+RC[-19]+RC[-17]+RC[-15]+RC[-13],=E38+G38+I38+K38+M38+O38+Q38
PPvsREal Summary,D39,39,4,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C39,PPvsREal!$D:$D)","=SUMIF(PPvsREal!$C:$C,RC[-1],PPvsREal!$D:$D)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C39,PPvsREal!$D:$D)"
PPvsREal Summary,E39,39,5,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C39,PPvsREal!$E:$E)","=SUMIF(PPvsREal!$C:$C,RC[-2],PPvsREal!$E:$E)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C39,PPvsREal!$E:$E)"
PPvsREal Summary,F39,39,6,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C39,PPvsREal!$F:$F)","=SUMIF(PPvsREal!$C:$C,RC[-3],PPvsREal!$F:$F)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C39,PPvsREal!$F:$F)"
PPvsREal Summary,G39,39,7,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C39,PPvsREal!$G:$G)","=SUMIF(PPvsREal!$C:$C,RC[-4],PPvsREal!$G:$G)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C39,PPvsREal!$G:$G)"
PPvsREal Summary,H39,39,8,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C39,PPvsREal!$H:$H)","=SUMIF(PPvsREal!$C:$C,RC[-5],PPvsREal!$H:$H)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C39,PPvsREal!$H:$H)"
PPvsREal Summary,I39,39,9,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C39,PPvsREal!$I:$I)","=SUMIF(PPvsREal!$C:$C,RC[-6],PPvsREal!$I:$I)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C39,PPvsREal!$I:$I)"
PPvsREal Summary,J39,39,10,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C39,PPvsREal!$J:$J)","=SUMIF(PPvsREal!$C:$C,RC[-7],PPvsREal!$J:$J)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C39,PPvsREal!$J:$J)"
PPvsREal Summary,K39,39,11,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C39,PPvsREal!$K:$K)","=SUMIF(PPvsREal!$C:$C,RC[-8],PPvsREal!$K:$K)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C39,PPvsREal!$K:$K)"
PPvsREal Summary,L39,39,12,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C39,PPvsREal!$L:$L)","=SUMIF(PPvsREal!$C:$C,RC[-9],PPvsREal!$L:$L)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C39,PPvsREal!$L:$L)"
PPvsREal Summary,M39,39,13,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C39,PPvsREal!$M:$M)","=SUMIF(PPvsREal!$C:$C,RC[-10],PPvsREal!$M:$M)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C39,PPvsREal!$M:$M)"
PPvsREal Summary,N39,39,14,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C39,PPvsREal!$N:$N)","=SUMIF(PPvsREal!$C:$C,RC[-11],PPvsREal!$N:$N)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C39,PPvsREal!$N:$N)"
PPvsREal Summary,O39,39,15,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C39,PPvsREal!$O:$O)","=SUMIF(PPvsREal!$C:$C,RC[-12],PPvsREal!$O:$O)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C39,PPvsREal!$O:$O)"
PPvsREal Summary,P39,39,16,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C39,PPvsREal!$P:$P)","=SUMIF(PPvsREal!$C:$C,RC[-13],PPvsREal!$P:$P)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C39,PPvsREal!$P:$P)"
PPvsREal Summary,Q39,39,17,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C39,PPvsREal!$Q:$Q)","=SUMIF(PPvsREal!$C:$C,RC[-14],PPvsREal!$Q:$Q)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C39,PPvsREal!$Q:$Q)"
PPvsREal Summary,R39,39,18,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C39,PPvsREal!$R:$R)","=SUMIF(PPvsREal!$C:$C,RC[-15],PPvsREal!$R:$R)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C39,PPvsREal!$R:$R)"
PPvsREal Summary,S39,39,19,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C39,PPvsREal!$S:$S)","=SUMIF(PPvsREal!$C:$C,RC[-16],PPvsREal!$S:$S)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C39,PPvsREal!$S:$S)"
PPvsREal Summary,T39,39,20,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C39,PPvsREal!$T:$T)","=SUMIF(PPvsREal!$C:$C,RC[-17],PPvsREal!$T:$T)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C39,PPvsREal!$T:$T)"
