sheet,cell,row,col,formula_a1,formula_r1c1,value_if_any
PPvsREal Summary,S132,132,19,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C132,PPvsREal!$S:$S)","=SUMIF(PPvsREal!$C:$C,RC[-16],PPvsREal!$S:$S)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C132,PPvsREal!$S:$S)"
PPvsREal Summary,T132,132,20,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C132,PPvsREal!$T:$T)","=SUMIF(PPvsREal!$C:$C,RC[-17],PPvsREal!$T:$T)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C132,PPvsREal!$T:$T)"
PPvsREal Summary,U132,132,21,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C132,PPvsREal!$U:$U)","=SUMIF(PPvsREal!$C:$C,RC[-18],PPvsREal!$U:$U)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C132,PPvsREal!$U:$U)"
PPvsREal Summary,V132,132,22,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C132,PPvsREal!$V:$V)","=SUMIF(PPvsREal!$C:$C,RC[-19],PPvsREal!$V:$V)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C132,PPvsREal!$V:$V)"
PPvsREal Summary,W132,132,23,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C132,PPvsREal!$W:$W)","=SUMIF(PPvsREal!$C:$C,RC[-20],PPvsREal!$W:$W)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C132,PPvsREal!$W:$W)"
PPvsREal Summary,X132,132,24,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C132,PPvsREal!$X:$X)","=SUMIF(PPvsREal!$C:$C,RC[-21],PPvsREal!$X:$X)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C132,PPvsREal!$X:$X)"
PPvsREal Summary,Y132,132,25,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C132,PPvsREal!$Y:$Y)","=SUMIF(PPvsREal!$C:$C,RC[-22],PPvsREal!$Y:$Y)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C132,PPvsREal!$Y:$Y)"
PPvsREal Summary,Z132,132,26,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C132,PPvsREal!$Z:$Z)","=SUMIF(PPvsREal!$C:$C,RC[-23],PPvsREal!$Z:$Z)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C132,PPvsREal!$Z:$Z)"
PPvsREal Summary,AA132,132,27,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C132,PPvsREal!$AA:$AA)","=SUMIF(PPvsREal!$C:$C,RC[-24],PPvsREal!$AA:$AA)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C132,PPvsREal!$AA:$AA)"
PPvsREal Summary,AC132,132,29,=D132+F132+H132+J132+L132+N132+P132,=RC[-25]+RC[-23]+RC[-21]+RC[-19]+RC[-17]+RC[-15]+RC[-13],=D132+F132+H132+J132+L132+N132+P132
PPvsREal Summary,AD132,132,30,=E132+G132+I132+K132+M132+O132+Q132,=RC[-25]+RC[-23]+RC[-21]+RC[-19]+RC[-17]+RC[-15]+RC[-13],=E132+G132+I132+K132+M132+O132+Q132
PPvsREal Summary,D133,133,4,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C133,PPvsREal!$D:$D)","=SUMIF(PPvsREal!$C:$C,RC[-1],PPvsREal!$D:$D)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C133,PPvsREal!$D:$D)"
PPvsREal Summary,E133,133,5,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C133,PPvsREal!$E:$E)","=SUMIF(PPvsREal!$C:$C,RC[-2],PPvsREal!$E:$E)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C133,PPvsREal!$E:$E)"
PPvsREal Summary,F133,133,6,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C133,PPvsREal!$F:$F)","=SUMIF(PPvsREal!$C:$C,RC[-3],PPvsREal!$F:$F)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C133,PPvsREal!$F:$F)"
PPvsREal Summary,G133,133,7,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C133,PPvsREal!$G:$G)","=SUMIF(PPvsREal!$C:$C,RC[-4],PPvsREal!$G:$G)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C133,PPvsREal!$G:$G)"
PPvsREal Summary,H133,133,8,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C133,PPvsREal!$H:$H)","=SUMIF(PPvsREal!$C:$C,RC[-5],PPvsREal!$H:$H)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C133,PPvsREal!$H:$H)"
PPvsREal Summary,I133,133,9,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C133,PPvsREal!$I:$I)","=SUMIF(PPvsREal!$C:$C,RC[-6],PPvsREal!$I:$I)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C133,PPvsREal!$I:$I)"
PPvsREal Summary,J133,133,10,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C133,PPvsREal!$J:$J)","=SUMIF(PPvsREal!$C:$C,RC[-7],PPvsREal!$J:$J)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C133,PPvsREal!$J:$J)"
PPvsREal Summary,K133,133,11,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C133,PPvsREal!$K:$K)","=SUMIF(PPvsREal!$C:$C,RC[-8],PPvsREal!$K:$K)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C133,PPvsREal!$K:$K)"
PPvsREal Summary,L133,133,12,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C133,PPvsREal!$L:$L)","=SUMIF(PPvsREal!$C:$C,RC[-9],PPvsREal!$L:$L)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C133,PPvsREal!$L:$L)"
PPvsREal Summary,M133,133,13,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C133,PPvsREal!$M:$M)","=SUMIF(PPvsREal!$C:$C,RC[-10],PPvsREal!$M:$M)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C133,PPvsREal!$M:$M)"
PPvsREal Summary,N133,133,14,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C133,PPvsREal!$N:$N)","=SUMIF(PPvsREal!$C:$C,RC[-11],PPvsREal!$N:$N)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C133,PPvsREal!$N:$N)"
PPvsREal Summary,O133,133,15,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C133,PPvsREal!$O:$O)","=SUMIF(PPvsREal!$C:$C,RC[-12],PPvsREal!$O:$O)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C133,PPvsREal!$O:$O)"
PPvsREal Summary,P133,133,16,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C133,PPvsREal!$P:$P)","=SUMIF(PPvsREal!$C:$C,RC[-13],PPvsREal!$P:$P)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C133,PPvsREal!$P:$P)"
PPvsREal Summary,Q133,133,17,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C133,PPvsREal!$Q:$Q)","=SUMIF(PPvsREal!$C:$C,RC[-14],PPvsREal!$Q:$Q)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C133,PPvsREal!$Q:$Q)"
PPvsREal Summary,R133,133,18,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C133,PPvsREal!$R:$R)","=SUMIF(PPvsREal!$C:$C,RC[-15],PPvsREal!$R:$R)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C133,PPvsREal!$R:$R)"
PPvsREal Summary,S133,133,19,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C133,PPvsREal!$S:$S)","=SUMIF(PPvsREal!$C:$C,RC[-16],PPvsREal!$S:$S)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C133,PPvsREal!$S:$S)"
PPvsREal Summary,T133,133,20,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C133,PPvsREal!$T:$T)","=SUMIF(PPvsREal!$C:$C,RC[-17],PPvsREal!$T:$T)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C133,PPvsREal!$T:$T)"
PPvsREal Summary,U133,133,21,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C133,PPvsREal!$U:$U)","=SUMIF(PPvsREal!$C:$C,RC[-18],PPvsREal!$U:$U)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C133,PPvsREal!$U:$U)"
PPvsREal Summary,V133,133,22,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C133,PPvsREal!$V:$V)","=SUMIF(PPvsREal!$C:$C,RC[-19],PPvsREal!$V:$V)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C133,PPvsREal!$V:$V)"
PPvsREal Summary,W133,133,23,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C133,PPvsREal!$W:$W)","=SUMIF(PPvsREal!$C:$C,RC[-20],PPvsREal!$W:$W)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C133,PPvsREal!$W:$W)"
PPvsREal Summary,X133,133,24,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C133,PPvsREal!$X:$X)","=SUMIF(PPvsREal!$C:$C,RC[-21],PPvsREal!$X:$X)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C133,PPvsREal!$X:$X)"
PPvsREal Summary,Y133,133,25,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C133,PPvsREal!$Y:$Y)","=SUMIF(PPvsREal!$C:$C,RC[-22],PPvsREal!$Y:$Y)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C133,PPvsREal!$Y:$Y)"
PPvsREal Summary,Z133,133,26,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C133,PPvsREal!$Z:$Z)","=SUMIF(PPvsREal!$C:$C,RC[-23],PPvsREal!$Z:$Z)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C133,PPvsREal!$Z:$Z)"
PPvsREal Summary,AA133,133,27,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C133,PPvsREal!$AA:$AA)","=SUMIF(PPvsREal!$C:$C,RC[-24],PPvsREal!$AA:$AA)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C133,PPvsREal!$AA:$AA)"
PPvsREal Summary,AC133,133,29,=D133+F133+H133+J133+L133+N133+P133,=RC[-25]+RC[-23]+RC[-21]+RC[-19]+RC[-17]+RC[-15]+RC[-13],=D133+F133+H133+J133+L133+N133+P133
PPvsREal Summary,AD133,133,30,=E133+G133+I133+K133+M133+O133+Q133,=RC[-25]+RC[-23]+RC[-21]+RC[-19]+RC[-17]+RC[-15]+RC[-13],=E133+G133+I133+K133+M133+O133+Q133
PPvsREal Summary,D134,134,4,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C134,PPvsREal!$D:$D)","=SUMIF(PPvsREal!$C:$C,RC[-1],PPvsREal!$D:$D)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C134,PPvsREal!$D:$D)"
PPvsREal Summary,E134,134,5,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C134,PPvsREal!$E:$E)","=SUMIF(PPvsREal!$C:$C,RC[-2],PPvsREal!$E:$E)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C134,PPvsREal!$E:$E)"
PPvsREal Summary,F134,134,6,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C134,PPvsREal!$F:$F)","=SUMIF(PPvsREal!$C:$C,RC[-3],PPvsREal!$F:$F)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C134,PPvsREal!$F:$F)"
PPvsREal Summary,G134,134,7,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C134,PPvsREal!$G:$G)","=SUMIF(PPvsREal!$C:$C,RC[-4],PPvsREal!$G:$G)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C134,PPvsREal!$G:$G)"
PPvsREal Summary,H134,134,8,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C134,PPvsREal!$H:$H)","=SUMIF(PPvsREal!$C:$C,RC[-5],PPvsREal!$H:$H)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C134,PPvsREal!$H:$H)"
PPvsREal Summary,I134,134,9,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C134,PPvsREal!$I:$I)","=SUMIF(PPvsREal!$C:$C,RC[-6],PPvsREal!$I:$I)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C134,PPvsREal!$I:$I)"
PPvsREal Summary,J134,134,10,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C134,PPvsREal!$J:$J)","=SUMIF(PPvsREal!$C:$C,RC[-7],PPvsREal!$J:$J)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C134,PPvsREal!$J:$J)"
PPvsREal Summary,K134,134,11,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C134,PPvsREal!$K:$K)","=SUMIF(PPvsREal!$C:$C,RC[-8],PPvsREal!$K:$K)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C134,PPvsREal!$K:$K)"
PPvsREal Summary,L134,134,12,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C134,PPvsREal!$L:$L)","=SUMIF(PPvsREal!$C:$C,RC[-9],PPvsREal!$L:$L)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C134,PPvsREal!$L:$L)"
PPvsREal Summary,M134,134,13,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C134,PPvsREal!$M:$M)","=SUMIF(PPvsREal!$C:$C,RC[-10],PPvsREal!$M:$M)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C134,PPvsREal!$M:$M)"
PPvsREal Summary,N134,134,14,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C134,PPvsREal!$N:$N)","=SUMIF(PPvsREal!$C:$C,RC[-11],PPvsREal!$N:$N)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C134,PPvsREal!$N:$N)"
PPvsREal Summary,O134,134,15,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C134,PPvsREal!$O:$O)","=SUMIF(PPvsREal!$C:$C,RC[-12],PPvsREal!$O:$O)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C134,PPvsREal!$O:$O)"
PPvsREal Summary,P134,134,16,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C134,PPvsREal!$P:$P)","=SUMIF(PPvsREal!$C:$C,RC[-13],PPvsREal!$P:$P)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C134,PPvsREal!$P:$P)"
PPvsREal Summary,Q134,134,17,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C134,PPvsREal!$Q:$Q)","=SUMIF(PPvsREal!$C:$C,RC[-14],PPvsREal!$Q:$Q)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C134,PPvsREal!$Q:$Q)"
PPvsREal Summary,R134,134,18,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C134,PPvsREal!$R:$R)","=SUMIF(PPvsREal!$C:$C,RC[-15],PPvsREal!$R:$R)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C134,PPvsREal!$R:$R)"
PPvsREal Summary,S134,134,19,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C134,PPvsREal!$S:$S)","=SUMIF(PPvsREal!$C:$C,RC[-16],PPvsREal!$S:$S)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C134,PPvsREal!$S:$S)"
PPvsREal Summary,T134,134,20,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C134,PPvsREal!$T:$T)","=SUMIF(PPvsREal!$C:$C,RC[-17],PPvsREal!$T:$T)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C134,PPvsREal!$T:$T)"
PPvsREal Summary,U134,134,21,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C134,PPvsREal!$U:$U)","=SUMIF(PPvsREal!$C:$C,RC[-18],PPvsREal!$U:$U)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C134,PPvsREal!$U:$U)"
PPvsREal Summary,V134,134,22,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C134,PPvsREal!$V:$V)","=SUMIF(PPvsREal!$C:$C,RC[-19],PPvsREal!$V:$V)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C134,PPvsREal!$V:$V)"
PPvsREal Summary,W134,134,23,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C134,PPvsREal!$W:$W)","=SUMIF(PPvsREal!$C:$C,RC[-20],PPvsREal!$W:$W)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C134,PPvsREal!$W:$W)"
PPvsREal Summary,X134,134,24,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C134,PPvsREal!$X:$X)","=SUMIF(PPvsREal!$C:$C,RC[-21],PPvsREal!$X:$X)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C134,PPvsREal!$X:$X)"
PPvsREal Summary,Y134,134,25,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C134,PPvsREal!$Y:$Y)","=SUMIF(PPvsREal!$C:$C,RC[-22],PPvsREal!$Y:$Y)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C134,PPvsREal!$Y:$Y)"
PPvsREal Summary,Z134,134,26,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C134,PPvsREal!$Z:$Z)","=SUMIF(PPvsREal!$C:$C,RC[-23],PPvsREal!$Z:$Z)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C134,PPvsREal!$Z:$Z)"
PPvsREal Summary,AA134,134,27,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C134,PPvsREal!$AA:$AA)","=SUMIF(PPvsREal!$C:$C,RC[-24],PPvsREal!$AA:$AA)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C134,PPvsREal!$AA:$AA)"
PPvsREal Summary,AC134,134,29,=D134+F134+H134+J134+L134+N134+P134,=RC[-25]+RC[-23]+RC[-21]+RC[-19]+RC[-17]+RC[-15]+RC[-13],=D134+F134+H134+J134+L134+N134+P134
PPvsREal Summary,AD134,134,30,=E134+G134+I134+K134+M134+O134+Q134,=RC[-25]+RC[-23]+RC[-21]+RC[-19]+RC[-17]+RC[-15]+RC[-13],=E134+G134+I134+K134+M134+O134+Q134
PPvsREal Summary,D135,135,4,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C135,PPvsREal!$D:$D)","=SUMIF(PPvsREal!$C:$C,RC[-1],PPvsREal!$D:$D)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C135,PPvsREal!$D:$D)"
PPvsREal Summary,E135,135,5,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C135,PPvsREal!$E:$E)","=SUMIF(PPvsREal!$C:$C,RC[-2],PPvsREal!$E:$E)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C135,PPvsREal!$E:$E)"
PPvsREal Summary,F135,135,6,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C135,PPvsREal!$F:$F)","=SUMIF(PPvsREal!$C:$C,RC[-3],PPvsREal!$F:$F)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C135,PPvsREal!$F:$F)"
PPvsREal Summary,G135,135,7,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C135,PPvsREal!$G:$G)","=SUMIF(PPvsREal!$C:$C,RC[-4],PPvsREal!$G:$G)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C135,PPvsREal!$G:$G)"
PPvsREal Summary,H135,135,8,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C135,PPvsREal!$H:$H)","=SUMIF(PPvsREal!$C:$C,RC[-5],PPvsREal!$H:$H)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C135,PPvsREal!$H:$H)"
PPvsREal Summary,I135,135,9,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C135,PPvsREal!$I:$I)","=SUMIF(PPvsREal!$C:$C,RC[-6],PPvsREal!$I:$I)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C135,PPvsREal!$I:$I)"
PPvsREal Summary,J135,135,10,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C135,PPvsREal!$J:$J)","=SUMIF(PPvsREal!$C:$C,RC[-7],PPvsREal!$J:$J)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C135,PPvsREal!$J:$J)"
PPvsREal Summary,K135,135,11,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C135,PPvsREal!$K:$K)","=SUMIF(PPvsREal!$C:$C,RC[-8],PPvsREal!$K:$K)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C135,PPvsREal!$K:$K)"
PPvsREal Summary,L135,135,12,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C135,PPvsREal!$L:$L)","=SUMIF(PPvsREal!$C:$C,RC[-9],PPvsREal!$L:$L)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C135,PPvsREal!$L:$L)"
PPvsREal Summary,M135,135,13,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C135,PPvsREal!$M:$M)","=SUMIF(PPvsREal!$C:$C,RC[-10],PPvsREal!$M:$M)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C135,PPvsREal!$M:$M)"
PPvsREal Summary,N135,135,14,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C135,PPvsREal!$N:$N)","=SUMIF(PPvsREal!$C:$C,RC[-11],PPvsREal!$N:$N)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C135,PPvsREal!$N:$N)"
PPvsREal Summary,O135,135,15,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C135,PPvsREal!$O:$O)","=SUMIF(PPvsREal!$C:$C,RC[-12],PPvsREal!$O:$O)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C135,PPvsREal!$O:$O)"
PPvsREal Summary,P135,135,16,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C135,PPvsREal!$P:$P)","=SUMIF(PPvsREal!$C:$C,RC[-13],PPvsREal!$P:$P)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C135,PPvsREal!$P:$P)"
PPvsREal Summary,Q135,135,17,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C135,PPvsREal!$Q:$Q)","=SUMIF(PPvsREal!$C:$C,RC[-14],PPvsREal!$Q:$Q)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C135,PPvsREal!$Q:$Q)"
PPvsREal Summary,R135,135,18,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C135,PPvsREal!$R:$R)","=SUMIF(PPvsREal!$C:$C,RC[-15],PPvsREal!$R:$R)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C135,PPvsREal!$R:$R)"
PPvsREal Summary,S135,135,19,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C135,PPvsREal!$S:$S)","=SUMIF(PPvsREal!$C:$C,RC[-16],PPvsREal!$S:$S)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C135,PPvsREal!$S:$S)"
PPvsREal Summary,T135,135,20,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C135,PPvsREal!$T:$T)","=SUMIF(PPvsREal!$C:$C,RC[-17],PPvsREal!$T:$T)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C135,PPvsREal!$T:$T)"
PPvsREal Summary,U135,135,21,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C135,PPvsREal!$U:$U)","=SUMIF(PPvsREal!$C:$C,RC[-18],PPvsREal!$U:$U)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C135,PPvsREal!$U:$U)"
PPvsREal Summary,V135,135,22,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C135,PPvsREal!$V:$V)","=SUMIF(PPvsREal!$C:$C,RC[-19],PPvsREal!$V:$V)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C135,PPvsREal!$V:$V)"
PPvsREal Summary,W135,135,23,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C135,PPvsREal!$W:$W)","=SUMIF(PPvsREal!$C:$C,RC[-20],PPvsREal!$W:$W)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C135,PPvsREal!$W:$W)"
PPvsREal Summary,X135,135,24,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C135,PPvsREal!$X:$X)","=SUMIF(PPvsREal!$C:$C,RC[-21],PPvsREal!$X:$X)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C135,PPvsREal!$X:$X)"
PPvsREal Summary,Y135,135,25,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C135,PPvsREal!$Y:$Y)","=SUMIF(PPvsREal!$C:$C,RC[-22],PPvsREal!$Y:$Y)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C135,PPvsREal!$Y:$Y)"
PPvsREal Summary,Z135,135,26,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C135,PPvsREal!$Z:$Z)","=SUMIF(PPvsREal!$C:$C,RC[-23],PPvsREal!$Z:$Z)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C135,PPvsREal!$Z:$Z)"
PPvsREal Summary,AA135,135,27,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C135,PPvsREal!$AA:$AA)","=SUMIF(PPvsREal!$C:$C,RC[-24],PPvsREal!$AA:$AA)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C135,PPvsREal!$AA:$AA)"
PPvsREal Summary,AC135,135,29,=D135+F135+H135+J135+L135+N135+P135,=RC[-25]+RC[-23]+RC[-21]+RC[-19]+RC[-17]+RC[-15]+RC[-13],=D135+F135+H135+J135+L135+N135+P135
PPvsREal Summary,AD135,135,30,=E135+G135+I135+K135+M135+O135+Q135,=RC[-25]+RC[-23]+RC[-21]+RC[-19]+RC[-17]+RC[-15]+RC[-13],=E135+G135+I135+K135+M135+O135+Q135
PPvsREal Summary,D136,136,4,"=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C136,PPvsREal!$D:$D)","=SUMIF(PPvsREal!$C:$C,RC[-1],PPvsREal!$D:$D)","=SUMIF(PPvsREal!$C:$C,'PPvsREal Summary'!C136,PPvsREal!$D:$D)"
